,Unnamed: 0,Year,Song,Artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Popularity
5805,5805,,It's Different - Original,Leroy Hutson,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5806,5806,2006.0,Kickstart My Heart (Album Version),Between The Buried And Me,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5807,5807,1977.0,You Beat The Hell Outta Me,The Motors,0.000326,https://api.spotify.com/v1/audio-analysis/1nnyICiEt7HIJSqW9cflwp,0.425,206360,0.959,1nnyICiEt7HIJSqW9cflwp,1.54e-05,9,0.367,-7.108,1,0.0539,174.618,4,https://api.spotify.com/v1/tracks/1nnyICiEt7HIJSqW9cflwp,audio_features,spotify:track:1nnyICiEt7HIJSqW9cflwp,0.558,8
5808,5808,2005.0,Oye,Gertrudis,0.306,https://api.spotify.com/v1/audio-analysis/5nVl4toGoMDw1qUi4tQuPp,0.809,205453,0.904,5nVl4toGoMDw1qUi4tQuPp,0,9,0.189,-6.692,0,0.0491,116.049,4,https://api.spotify.com/v1/tracks/5nVl4toGoMDw1qUi4tQuPp,audio_features,spotify:track:5nVl4toGoMDw1qUi4tQuPp,0.852,1
5809,5809,,Parola di faliero,Inoki,0.768,https://api.spotify.com/v1/audio-analysis/4XphnVRllyWTMo1EquaF2h,0.613,75933,0.831,4XphnVRllyWTMo1EquaF2h,4.12e-05,4,0.293,-2.562,1,0.257,73.937,4,https://api.spotify.com/v1/tracks/4XphnVRllyWTMo1EquaF2h,audio_features,spotify:track:4XphnVRllyWTMo1EquaF2h,0.532,16
5810,5810,,Climax,Loop Guru,0.037,https://api.spotify.com/v1/audio-analysis/3SLFxLf2lQm9Mv9clbH70T,0.702,521960,0.892,3SLFxLf2lQm9Mv9clbH70T,0.808,7,0.144,-6.124,0,0.0401,142.986,4,https://api.spotify.com/v1/tracks/3SLFxLf2lQm9Mv9clbH70T,audio_features,spotify:track:3SLFxLf2lQm9Mv9clbH70T,0.0882,5
5811,5811,,Menuet in the Name of Haydn,Alan Feinberg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5812,5812,,Las Hermanas Granaditas,Los Nakos,0.692,https://api.spotify.com/v1/audio-analysis/7oORthO6X2vTWa4QQFnbOh,0.742,131040,0.326,7oORthO6X2vTWa4QQFnbOh,0,0,0.323,-15.088,1,0.231,108.877,4,https://api.spotify.com/v1/tracks/7oORthO6X2vTWa4QQFnbOh,audio_features,spotify:track:7oORthO6X2vTWa4QQFnbOh,0.564,1
5813,5813,,Mikä mun päässä nykii,Murskahumppa,0.00875,https://api.spotify.com/v1/audio-analysis/3raofko7I6DqVrQVPmSn0o,0.286,62307,0.933,3raofko7I6DqVrQVPmSn0o,0.944,6,0.254,-7.162,0,0.0869,148.298,4,https://api.spotify.com/v1/tracks/3raofko7I6DqVrQVPmSn0o,audio_features,spotify:track:3raofko7I6DqVrQVPmSn0o,0.556,0
5814,5814,,Dans cette nuit j'ai envie de me perdre,Didier François,0.886,https://api.spotify.com/v1/audio-analysis/0KqnvPmH7Zst5MhQlsrcLc,0.478,185000,0.302,0KqnvPmH7Zst5MhQlsrcLc,0.000441,7,0.133,-14.42,0,0.103,160.071,4,https://api.spotify.com/v1/tracks/0KqnvPmH7Zst5MhQlsrcLc,audio_features,spotify:track:0KqnvPmH7Zst5MhQlsrcLc,0.276,0
5815,5815,,I Applaud You  (LP Version),Liquid Gang,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5816,5816,,Can't Find My Sadie,Checkers,0.688,https://api.spotify.com/v1/audio-analysis/54Y6r7bkyYaq5GFK3zfMs9,0.61,159640,0.407,54Y6r7bkyYaq5GFK3zfMs9,0,5,0.202,-8.959,0,0.0332,156.836,3,https://api.spotify.com/v1/tracks/54Y6r7bkyYaq5GFK3zfMs9,audio_features,spotify:track:54Y6r7bkyYaq5GFK3zfMs9,0.9,0
5817,5817,,Sweet Little Sixteen,Vince Taylor,0.424,https://api.spotify.com/v1/audio-analysis/5j2sq73iVitLDE0mBRK4KZ,0.334,202027,0.924,5j2sq73iVitLDE0mBRK4KZ,0,6,0.11,-3.657,0,0.0909,88.381,4,https://api.spotify.com/v1/tracks/5j2sq73iVitLDE0mBRK4KZ,audio_features,spotify:track:5j2sq73iVitLDE0mBRK4KZ,0.703,0
5818,5818,,Midnight,The Refreshments,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5819,5819,,Dame Tu Carino,Ray Barretto,0.874,https://api.spotify.com/v1/audio-analysis/7IB88cJ75OcvZPEuQYYJMP,0.737,189465,0.485,7IB88cJ75OcvZPEuQYYJMP,1.69e-06,7,0.061,-8.247,0,0.0456,143.544,4,https://api.spotify.com/v1/tracks/7IB88cJ75OcvZPEuQYYJMP,audio_features,spotify:track:7IB88cJ75OcvZPEuQYYJMP,0.82,8
5820,5820,,Rain Keeps Falling Down,Jimmy Witherspoon,0.373,https://api.spotify.com/v1/audio-analysis/0lZAh2R7Q1FuUQyO7KYNXm,0.528,198267,0.273,0lZAh2R7Q1FuUQyO7KYNXm,0,1,0.0428,-8.392,1,0.114,175.396,3,https://api.spotify.com/v1/tracks/0lZAh2R7Q1FuUQyO7KYNXm,audio_features,spotify:track:0lZAh2R7Q1FuUQyO7KYNXm,0.312,1
5821,5821,,Behind The Line Of Grace,Karen Peck & New River,0.678,https://api.spotify.com/v1/audio-analysis/3IpnedaOQZXgI5XzAbZofB,0.552,218973,0.343,3IpnedaOQZXgI5XzAbZofB,0,11,0.0822,-7.049,1,0.0322,125.54,4,https://api.spotify.com/v1/tracks/3IpnedaOQZXgI5XzAbZofB,audio_features,spotify:track:3IpnedaOQZXgI5XzAbZofB,0.363,3
5822,5822,,Love Alone,Kostis Maraveyas,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5823,5823,,Cuenta Conmigo,María,0.974,https://api.spotify.com/v1/audio-analysis/10JQ1Wl8RWQlyKzIrclJ2z,0.515,259853,0.153,10JQ1Wl8RWQlyKzIrclJ2z,2.23e-05,9,0.11,-10.276,1,0.0463,142.134,4,https://api.spotify.com/v1/tracks/10JQ1Wl8RWQlyKzIrclJ2z,audio_features,spotify:track:10JQ1Wl8RWQlyKzIrclJ2z,0.221,0
5824,5824,,We Played A Game,Adolph Hofner,0.969,https://api.spotify.com/v1/audio-analysis/2VooNFRp2SeLU2pepLaGmv,0.856,152027,0.246,2VooNFRp2SeLU2pepLaGmv,0.0101,7,0.336,-16.211,1,0.0562,105.123,4,https://api.spotify.com/v1/tracks/2VooNFRp2SeLU2pepLaGmv,audio_features,spotify:track:2VooNFRp2SeLU2pepLaGmv,0.934,2
5825,5825,,Il rosso,Word,0.0181,https://api.spotify.com/v1/audio-analysis/41VSf81LyFy9xeVSgjk8tD,0.89,188373,0.78,41VSf81LyFy9xeVSgjk8tD,0,10,0.117,-3.868,0,0.301,104.001,4,https://api.spotify.com/v1/tracks/41VSf81LyFy9xeVSgjk8tD,audio_features,spotify:track:41VSf81LyFy9xeVSgjk8tD,0.822,0
5826,5826,,Lonley,Elva Hsiao,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5827,5827,,Happy,Carolyn Arends,0.122,https://api.spotify.com/v1/audio-analysis/18gOncB2HPEcZh0kVv6yEW,0.656,231373,0.666,18gOncB2HPEcZh0kVv6yEW,3.85e-05,0,0.113,-6.905,1,0.0279,97.909,4,https://api.spotify.com/v1/tracks/18gOncB2HPEcZh0kVv6yEW,audio_features,spotify:track:18gOncB2HPEcZh0kVv6yEW,0.693,2
5828,5828,,El Amor De Mi Vida,Israel & Moises,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5829,5829,2010.0,Parasitic Twins,The Dillinger Escape Plan,0.0883,https://api.spotify.com/v1/audio-analysis/6yuj9S4dHnX7GunKShtNTW,0.52,279333,0.751,6yuj9S4dHnX7GunKShtNTW,0.0736,8,0.245,-7.204,0,0.0403,119.944,4,https://api.spotify.com/v1/tracks/6yuj9S4dHnX7GunKShtNTW,audio_features,spotify:track:6yuj9S4dHnX7GunKShtNTW,0.0636,23
5830,5830,,Concerto in C major_ BWV 594 (after Vivaldi Op.7 No.5) (2007 Digital Remaster): I. 1st Movement,Lionel Rogg,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5831,5831,,Te Fuiste En Abril,Palito Ortega,0.767,https://api.spotify.com/v1/audio-analysis/31DbaM6D46tpT0szeiLLRk,0.538,134347,0.459,31DbaM6D46tpT0szeiLLRk,2.2e-06,9,0.15,-8.07,1,0.0301,103.149,4,https://api.spotify.com/v1/tracks/31DbaM6D46tpT0szeiLLRk,audio_features,spotify:track:31DbaM6D46tpT0szeiLLRk,0.857,14
5832,5832,,Dream State,Paul Taylor,0.124,https://api.spotify.com/v1/audio-analysis/3XUyz3ttsUfHcqLGJV0Xds,0.739,267000,0.661,3XUyz3ttsUfHcqLGJV0Xds,0.00102,2,0.084,-5.687,0,0.102,94.963,4,https://api.spotify.com/v1/tracks/3XUyz3ttsUfHcqLGJV0Xds,audio_features,spotify:track:3XUyz3ttsUfHcqLGJV0Xds,0.44,7
5833,5833,,It Ain't A Problem,Rick Ross / Carol City Cartel,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5834,5834,1994.0,Yellow Brick Road,Jack Off Jill,0.00143,https://api.spotify.com/v1/audio-analysis/24s679RUbT4oEznIGBdyCI,0.358,137947,0.909,24s679RUbT4oEznIGBdyCI,0.0665,11,0.289,-4.923,0,0.111,154.74,4,https://api.spotify.com/v1/tracks/24s679RUbT4oEznIGBdyCI,audio_features,spotify:track:24s679RUbT4oEznIGBdyCI,0.437,13
5835,5835,2007.0,Albo,Hevia,0.000203,https://api.spotify.com/v1/audio-analysis/5icTIKyQkZtfVeeWWYhdA4,0.568,280787,0.793,5icTIKyQkZtfVeeWWYhdA4,0.564,8,0.0681,-4.828,1,0.0415,92.991,4,https://api.spotify.com/v1/tracks/5icTIKyQkZtfVeeWWYhdA4,audio_features,spotify:track:5icTIKyQkZtfVeeWWYhdA4,0.561,2
5836,5836,2003.0,Where Does Rosie Go?,Kenny Rogers,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5837,5837,,Ihr hated nur (P-Dog Remix),Hecklah & Coch,0.0816,https://api.spotify.com/v1/audio-analysis/5yymgH8BhrgT8zdsiyuVOm,0.422,263280,0.817,5yymgH8BhrgT8zdsiyuVOm,0,1,0.145,-3.082,1,0.317,90.806,4,https://api.spotify.com/v1/tracks/5yymgH8BhrgT8zdsiyuVOm,audio_features,spotify:track:5yymgH8BhrgT8zdsiyuVOm,0.723,0
5838,5838,2008.0,Fuckaz,The Bug Featuring Spaceape,0.162,https://api.spotify.com/v1/audio-analysis/2w3EADRyOqqLnKNpm56sGR,0.444,325973,0.853,2w3EADRyOqqLnKNpm56sGR,0,11,0.337,-7.655,0,0.454,143.964,4,https://api.spotify.com/v1/tracks/2w3EADRyOqqLnKNpm56sGR,audio_features,spotify:track:2w3EADRyOqqLnKNpm56sGR,0.49,20
5839,5839,,Kyotronics,Erik Tronic,0.291,https://api.spotify.com/v1/audio-analysis/0aYVYzQwOAZpbit81KpeWC,0.606,257093,0.541,0aYVYzQwOAZpbit81KpeWC,0.936,4,0.109,-5.969,1,0.0273,129.934,4,https://api.spotify.com/v1/tracks/0aYVYzQwOAZpbit81KpeWC,audio_features,spotify:track:0aYVYzQwOAZpbit81KpeWC,0.394,0
5840,5840,,Y'a d'l'abus,Fred Merpol,0.835,https://api.spotify.com/v1/audio-analysis/1AHqmaQSYj05K1BsI3oxDL,0.608,209307,0.634,1AHqmaQSYj05K1BsI3oxDL,3.02e-06,5,0.387,-10.903,0,0.326,156.641,4,https://api.spotify.com/v1/tracks/1AHqmaQSYj05K1BsI3oxDL,audio_features,spotify:track:1AHqmaQSYj05K1BsI3oxDL,0.723,0
5841,5841,2004.0,Rock Tha Party,Bombay Rockers,0.0865,https://api.spotify.com/v1/audio-analysis/0NoNwbg1fnrb3DHCZ8We6q,0.831,212653,0.728,0NoNwbg1fnrb3DHCZ8We6q,0,8,0.113,-4.625,1,0.0459,109.977,4,https://api.spotify.com/v1/tracks/0NoNwbg1fnrb3DHCZ8We6q,audio_features,spotify:track:0NoNwbg1fnrb3DHCZ8We6q,0.893,40
5842,5842,,A Puro Dolor,Roberto Perera,0.669,https://api.spotify.com/v1/audio-analysis/4gSLVg3qKNQeJKHwQl1fbU,0.653,225067,0.463,4gSLVg3qKNQeJKHwQl1fbU,0.924,7,0.113,-10.629,1,0.0293,129.949,4,https://api.spotify.com/v1/tracks/4gSLVg3qKNQeJKHwQl1fbU,audio_features,spotify:track:4gSLVg3qKNQeJKHwQl1fbU,0.22,8
5843,5843,2006.0,Castle of KoFW,Koordinate Of Wonders,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5844,5844,1994.0,The Phantom Of The Opera/Wishing You Were Somehow Here Again,Montserrat Caballé,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5845,5845,,Vine Pa'echar Candela,Ray Barretto,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5846,5846,,Peace With Myself,Nestor Torres,0.0604,https://api.spotify.com/v1/audio-analysis/4DYXZSukAAeFpnAFKS6K6d,0.758,249520,0.74,4DYXZSukAAeFpnAFKS6K6d,0.72,10,0.027,-9.858,0,0.0634,93.963,4,https://api.spotify.com/v1/tracks/4DYXZSukAAeFpnAFKS6K6d,audio_features,spotify:track:4DYXZSukAAeFpnAFKS6K6d,0.794,16
5847,5847,1991.0,When Love Dies,Marlene Dietrich,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5848,5848,2006.0,Politrix,Beenie Man,0.529,https://api.spotify.com/v1/audio-analysis/7jtl2nASes7AntiqUtGIHw,0.525,215854,0.807,7jtl2nASes7AntiqUtGIHw,0,1,0.054,-5.999,1,0.132,97.682,4,https://api.spotify.com/v1/tracks/7jtl2nASes7AntiqUtGIHw,audio_features,spotify:track:7jtl2nASes7AntiqUtGIHw,0.813,4
5849,5849,,Soca Mi Nice,Mongo Santamaria,0.663,https://api.spotify.com/v1/audio-analysis/7l3CDQ5wdK51xNvD3er7o4,0.544,235493,0.913,7l3CDQ5wdK51xNvD3er7o4,0.88,0,0.812,-9.608,1,0.0736,151.586,4,https://api.spotify.com/v1/tracks/7l3CDQ5wdK51xNvD3er7o4,audio_features,spotify:track:7l3CDQ5wdK51xNvD3er7o4,0.83,1
5850,5850,,Never Know What You Can Do (Give It A Try) - Original,Leroy Hutson,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5851,5851,,Poema do semba,Paulo Flores,0.432,https://api.spotify.com/v1/audio-analysis/09ltruC3rKoF9aZXvc1Ifl,0.813,296640,0.7,09ltruC3rKoF9aZXvc1Ifl,0.00054,0,0.141,-9.042,0,0.065,118.001,4,https://api.spotify.com/v1/tracks/09ltruC3rKoF9aZXvc1Ifl,audio_features,spotify:track:09ltruC3rKoF9aZXvc1Ifl,0.931,25
5852,5852,,Everything I Do from Robin Hood,John Williams,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5853,5853,,Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra),Greater Vision,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5854,5854,2002.0,Train Buffer,Aesop Rock,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5855,5855,1981.0,Going Under,Devo,0.041,https://api.spotify.com/v1/audio-analysis/3eIXGN28FDchhB6QxOLYU5,0.657,208360,0.477,3eIXGN28FDchhB6QxOLYU5,0.0671,11,0.104,-11.754,0,0.0621,189.319,4,https://api.spotify.com/v1/tracks/3eIXGN28FDchhB6QxOLYU5,audio_features,spotify:track:3eIXGN28FDchhB6QxOLYU5,0.84,27
5856,5856,1997.0,Skit,Rakim,0.891,https://api.spotify.com/v1/audio-analysis/1phd829Yl07lnasuD2SPyj,0.759,23600,0.21,1phd829Yl07lnasuD2SPyj,3.35e-05,5,0.105,-18.863,1,0.937,133.018,3,https://api.spotify.com/v1/tracks/1phd829Yl07lnasuD2SPyj,audio_features,spotify:track:1phd829Yl07lnasuD2SPyj,0.828,0
5857,5857,,Shadows,Styles P & The Evil Genius DJ Green Lantern,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5858,5858,,Tables Turn,Ann Nesby,0.501,https://api.spotify.com/v1/audio-analysis/53XOAE8Ejy130sHB1xXzdA,0.835,243013,0.38,53XOAE8Ejy130sHB1xXzdA,6.16e-06,1,0.0578,-7.848,1,0.0424,87.995,4,https://api.spotify.com/v1/tracks/53XOAE8Ejy130sHB1xXzdA,audio_features,spotify:track:53XOAE8Ejy130sHB1xXzdA,0.588,3
5859,5859,1996.0,Heal (The Separation) [PM Dawn Alt. Lead Mix],The Shamen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5860,5860,,La petite boite en fer,Mademoiselle Sane,0.799,https://api.spotify.com/v1/audio-analysis/3w9Etlk82iHJSCqKtUm36r,0.556,218000,0.189,3w9Etlk82iHJSCqKtUm36r,0.000119,11,0.136,-10.372,0,0.0359,121.116,4,https://api.spotify.com/v1/tracks/3w9Etlk82iHJSCqKtUm36r,audio_features,spotify:track:3w9Etlk82iHJSCqKtUm36r,0.0545,1
5861,5861,2001.0,Rock The House (Explicit),Gorillaz,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5862,5862,,Carol of the Bells (Album Version),Danny Wright,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5863,5863,,The Invasion (Aka Black Wa Da Da),Burning Spear,0.27,https://api.spotify.com/v1/audio-analysis/2mvLCmnoVdHFRvWPh6D0Jw,0.785,201120,0.42,2mvLCmnoVdHFRvWPh6D0Jw,0.914,9,0.0442,-13.653,0,0.153,147.1,4,https://api.spotify.com/v1/tracks/2mvLCmnoVdHFRvWPh6D0Jw,audio_features,spotify:track:2mvLCmnoVdHFRvWPh6D0Jw,0.75,20
5864,5864,,Jesus_ Lover Of My Soul (Bonus Stereo Trax),Passion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5865,5865,2003.0,Motivator,Midwest Product,0.00999,https://api.spotify.com/v1/audio-analysis/1c3qEWJoUEwXH5qBJuQE9r,0.718,301733,0.691,1c3qEWJoUEwXH5qBJuQE9r,0.877,10,0.1,-9.118,1,0.0408,140.998,4,https://api.spotify.com/v1/tracks/1c3qEWJoUEwXH5qBJuQE9r,audio_features,spotify:track:1c3qEWJoUEwXH5qBJuQE9r,0.344,4
5866,5866,2002.0,IV,From Autumn To Ashes,0.873,https://api.spotify.com/v1/audio-analysis/3FS60eFrGotm75VV7rODJV,0.219,147640,0.21,3FS60eFrGotm75VV7rODJV,0.88,4,0.237,-11.314,0,0.0363,97.021,4,https://api.spotify.com/v1/tracks/3FS60eFrGotm75VV7rODJV,audio_features,spotify:track:3FS60eFrGotm75VV7rODJV,0.16,17
5867,5867,,East West,Thomas Battenstein,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5868,5868,2009.0,Gallows (Album Version),Atreyu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5869,5869,,Ay Nare Nare,Grup Knar,0.886,https://api.spotify.com/v1/audio-analysis/1fcb2aE2mFJwj6iAW8zakn,0.469,381701,0.488,1fcb2aE2mFJwj6iAW8zakn,0,7,0.11,-7.51,1,0.0373,122.563,4,https://api.spotify.com/v1/tracks/1fcb2aE2mFJwj6iAW8zakn,audio_features,spotify:track:1fcb2aE2mFJwj6iAW8zakn,0.669,5
5870,5870,2002.0,Breath Of Fresh Air,Warrior King,0.399,https://api.spotify.com/v1/audio-analysis/7zvTud79iV8llJM1nyzS1P,0.594,225787,0.712,7zvTud79iV8llJM1nyzS1P,0,10,0.181,-5.973,1,0.237,82.899,4,https://api.spotify.com/v1/tracks/7zvTud79iV8llJM1nyzS1P,audio_features,spotify:track:7zvTud79iV8llJM1nyzS1P,0.776,19
5871,5871,,You Know How I Do [Live From Bamboozle],Taking Back Sunday,9e-06,https://api.spotify.com/v1/audio-analysis/0sQMJtdPHxJHx2mL4rgcio,0.187,227573,0.972,0sQMJtdPHxJHx2mL4rgcio,0.0106,3,0.322,-5.625,1,0.125,165.07,4,https://api.spotify.com/v1/tracks/0sQMJtdPHxJHx2mL4rgcio,audio_features,spotify:track:0sQMJtdPHxJHx2mL4rgcio,0.249,23
5872,5872,,La chanson des genêts,Jean Lumière,0.947,https://api.spotify.com/v1/audio-analysis/5FPn6GMf288mP9VwaGRA3S,0.378,183040,0.237,5FPn6GMf288mP9VwaGRA3S,0,5,0.163,-11.027,1,0.0316,86.521,4,https://api.spotify.com/v1/tracks/5FPn6GMf288mP9VwaGRA3S,audio_features,spotify:track:5FPn6GMf288mP9VwaGRA3S,0.405,0
5873,5873,1997.0,Destiny,Buju Banton,0.0231,https://api.spotify.com/v1/audio-analysis/2ZW0A9cFELkFsCT5UkWjkG,0.82,238267,0.683,2ZW0A9cFELkFsCT5UkWjkG,0,4,0.217,-7.686,1,0.0613,134.916,4,https://api.spotify.com/v1/tracks/2ZW0A9cFELkFsCT5UkWjkG,audio_features,spotify:track:2ZW0A9cFELkFsCT5UkWjkG,0.808,41
5874,5874,,La Nuit,Patrick Eudeline,0.0695,https://api.spotify.com/v1/audio-analysis/0lcFy13AagmfPLbq5WXcyN,0.486,188347,0.621,0lcFy13AagmfPLbq5WXcyN,0,9,0.0525,-8.033,0,0.0344,117.042,4,https://api.spotify.com/v1/tracks/0lcFy13AagmfPLbq5WXcyN,audio_features,spotify:track:0lcFy13AagmfPLbq5WXcyN,0.37,0
5875,5875,,Io Vivo,Piero Esteriore,0.0355,https://api.spotify.com/v1/audio-analysis/2ZDmellULrdzXHaqIQc8DU,0.572,246613,0.715,2ZDmellULrdzXHaqIQc8DU,0,0,0.622,-5.718,1,0.0263,100.054,4,https://api.spotify.com/v1/tracks/2ZDmellULrdzXHaqIQc8DU,audio_features,spotify:track:2ZDmellULrdzXHaqIQc8DU,0.158,0
5876,5876,,Café Sarajevo,Lara,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5877,5877,1999.0,She Left Me A Mule ,Sonny Landreth,0.366,https://api.spotify.com/v1/audio-analysis/2W8Fn6zYaIeyvhYSC8enxq,0.749,212880,0.626,2W8Fn6zYaIeyvhYSC8enxq,0.0405,9,0.253,-10.029,1,0.0289,131.496,4,https://api.spotify.com/v1/tracks/2W8Fn6zYaIeyvhYSC8enxq,audio_features,spotify:track:2W8Fn6zYaIeyvhYSC8enxq,0.819,9
5878,5878,,Fanfara,Save As,0.041,https://api.spotify.com/v1/audio-analysis/2cBknx42lEdPoqjEH7L2jQ,0.802,229274,0.827,2cBknx42lEdPoqjEH7L2jQ,0.921,0,0.0733,-11.851,0,0.044,128.019,4,https://api.spotify.com/v1/tracks/2cBknx42lEdPoqjEH7L2jQ,audio_features,spotify:track:2cBknx42lEdPoqjEH7L2jQ,0.97,0
5879,5879,1982.0,To Go Home,Daniel Johnston,0.949,https://api.spotify.com/v1/audio-analysis/0MsIK8U6xVNNqV763tfelW,0.328,272680,0.492,0MsIK8U6xVNNqV763tfelW,0.706,0,0.179,-8.425,1,0.0346,129.856,4,https://api.spotify.com/v1/tracks/0MsIK8U6xVNNqV763tfelW,audio_features,spotify:track:0MsIK8U6xVNNqV763tfelW,0.62,9
5880,5880,,Get 'em,Redman / Saukrates / Icadon,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5881,5881,2007.0,High Horse,Workhorse,0.121,https://api.spotify.com/v1/audio-analysis/2kvJR2zbrwlBSXgreYcI5V,0.42,251413,0.669,2kvJR2zbrwlBSXgreYcI5V,0.131,7,0.0957,-7.092,1,0.0287,114.445,4,https://api.spotify.com/v1/tracks/2kvJR2zbrwlBSXgreYcI5V,audio_features,spotify:track:2kvJR2zbrwlBSXgreYcI5V,0.515,28
5882,5882,,Calm Down Dad,Helen Love,0.174,https://api.spotify.com/v1/audio-analysis/259NZlIf0ZgOjFDNOM77m3,0.786,145333,0.83,259NZlIf0ZgOjFDNOM77m3,0,2,0.343,-4.684,1,0.0666,102.515,4,https://api.spotify.com/v1/tracks/259NZlIf0ZgOjFDNOM77m3,audio_features,spotify:track:259NZlIf0ZgOjFDNOM77m3,0.917,0
5883,5883,,Dragonfly,Connemara Stone Company,0.0056,https://api.spotify.com/v1/audio-analysis/0RYEVgMXwv1bxeyaOTZtmb,0.17,192093,0.674,0RYEVgMXwv1bxeyaOTZtmb,0.0118,2,0.4,-7.48,1,0.0467,123.201,4,https://api.spotify.com/v1/tracks/0RYEVgMXwv1bxeyaOTZtmb,audio_features,spotify:track:0RYEVgMXwv1bxeyaOTZtmb,0.0755,1
5884,5884,,Romanza,Hard Romantic,0.928,https://api.spotify.com/v1/audio-analysis/71nESihbDqHczW2nsaerPF,0.428,269560,0.2,71nESihbDqHczW2nsaerPF,0.897,5,0.189,-17.99,1,0.029,81.979,4,https://api.spotify.com/v1/tracks/71nESihbDqHczW2nsaerPF,audio_features,spotify:track:71nESihbDqHczW2nsaerPF,0.215,0
